case_id,contrast,slice_idx,label,label_id,model,gt_pixels,prompt_type,text_prompt,dice,iou,precision,recall
BraTS-MET-00009-000,t1n,54,SNFH,2,sam3,300,box,,0.26143790849673204,0.15037593984962405,0.16260162601626016,0.6666666666666666
BraTS-MET-00009-000,t1n,54,SNFH,2,sam3,300,text,Peritumoral Edema,0.5776293823038398,0.4061032863849765,0.5785953177257525,0.5766666666666667
BraTS-MET-00009-000,t1n,54,ET,3,sam3,77,box,,0.7671232876712328,0.6222222222222222,0.8115942028985508,0.7272727272727273
BraTS-MET-00009-000,t1n,54,ET,3,sam3,77,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,55,SNFH,2,sam3,456,box,,0.37225844694724364,0.2286962855061908,0.2550771730300569,0.6885964912280702
BraTS-MET-00009-000,t1n,55,SNFH,2,sam3,456,text,Peritumoral Edema,0.5248,0.3557483731019523,0.9704142011834319,0.35964912280701755
BraTS-MET-00009-000,t1n,55,ET,3,sam3,118,box,,0.5962264150943396,0.42473118279569894,0.5374149659863946,0.6694915254237288
BraTS-MET-00009-000,t1n,55,ET,3,sam3,118,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,56,SNFH,2,sam3,625,box,,0.5054466230936819,0.33819241982507287,0.3831544178364988,0.7424
BraTS-MET-00009-000,t1n,56,SNFH,2,sam3,625,text,Peritumoral Edema,0.43,0.27388535031847133,0.9828571428571429,0.2752
BraTS-MET-00009-000,t1n,56,ET,3,sam3,175,box,,0.7068062827225131,0.5465587044534413,0.6521739130434783,0.7714285714285715
BraTS-MET-00009-000,t1n,56,ET,3,sam3,175,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,57,SNFH,2,sam3,786,box,,0.5426587301587301,0.3723621511232131,0.44471544715447153,0.6959287531806616
BraTS-MET-00009-000,t1n,57,SNFH,2,sam3,786,text,Peritumoral Edema,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,57,ET,3,sam3,217,box,,0.7268623024830699,0.5709219858156028,0.7123893805309734,0.7419354838709677
BraTS-MET-00009-000,t1n,57,ET,3,sam3,217,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,58,SNFH,2,sam3,949,box,,0.5625278148642635,0.3913312693498452,0.4869029275808937,0.6659641728134879
BraTS-MET-00009-000,t1n,58,SNFH,2,sam3,949,text,Peritumoral Edema,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,58,ET,3,sam3,245,box,,0.714828897338403,0.5562130177514792,0.6690391459074733,0.7673469387755102
BraTS-MET-00009-000,t1n,58,ET,3,sam3,245,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,59,SNFH,2,sam3,1116,box,,0.625158831003812,0.45471349353049906,0.5927710843373494,0.6612903225806451
BraTS-MET-00009-000,t1n,59,SNFH,2,sam3,1116,text,Peritumoral Edema,0.33358153387937456,0.20017873100983022,0.986784140969163,0.2007168458781362
BraTS-MET-00009-000,t1n,59,ET,3,sam3,282,box,,0.7413509060955519,0.5890052356020943,0.6923076923076923,0.7978723404255319
BraTS-MET-00009-000,t1n,59,ET,3,sam3,282,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,60,NETC,1,sam3,32,box,,0.2857142857142857,0.16666666666666666,0.19540229885057472,0.53125
BraTS-MET-00009-000,t1n,60,NETC,1,sam3,32,text,Non-Enhancing Tumor Core,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,60,SNFH,2,sam3,1194,box,,0.6346420323325636,0.4648173207036536,0.7075180226570545,0.5753768844221105
BraTS-MET-00009-000,t1n,60,SNFH,2,sam3,1194,text,Peritumoral Edema,0.4131147540983607,0.2603305785123967,0.9516616314199395,0.2638190954773869
BraTS-MET-00009-000,t1n,60,ET,3,sam3,348,box,,0.5797807551766139,0.40823327615780447,0.5031712473572939,0.6839080459770115
BraTS-MET-00009-000,t1n,60,ET,3,sam3,348,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,61,NETC,1,sam3,58,box,,0.26515151515151514,0.15283842794759825,0.16990291262135923,0.603448275862069
BraTS-MET-00009-000,t1n,61,NETC,1,sam3,58,text,Non-Enhancing Tumor Core,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,61,SNFH,2,sam3,1227,box,,0.6104598737601443,0.43932511356262166,0.6831483350151363,0.5517522412387939
BraTS-MET-00009-000,t1n,61,SNFH,2,sam3,1227,text,Peritumoral Edema,0.3677869372225745,0.22533022533022534,0.8285714285714286,0.23634881825590873
BraTS-MET-00009-000,t1n,61,ET,3,sam3,438,box,,0.4429268292682927,0.2844611528822055,0.38671209540034074,0.5182648401826484
BraTS-MET-00009-000,t1n,61,ET,3,sam3,438,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,62,NETC,1,sam3,84,box,,0.3248407643312102,0.19391634980988592,0.2217391304347826,0.6071428571428571
BraTS-MET-00009-000,t1n,62,NETC,1,sam3,84,text,Non-Enhancing Tumor Core,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,62,SNFH,2,sam3,1201,box,,0.644,0.4749262536873156,0.8060075093867334,0.5362198168193172
BraTS-MET-00009-000,t1n,62,SNFH,2,sam3,1201,text,Peritumoral Edema,0.3667953667953668,0.22458628841607564,0.8073654390934845,0.2373022481265612
BraTS-MET-00009-000,t1n,62,ET,3,sam3,492,box,,0.47244094488188976,0.30927835051546393,0.4147465437788018,0.5487804878048781
BraTS-MET-00009-000,t1n,62,ET,3,sam3,492,text,Enhancing Tumor,0.41280209013716523,0.26008230452674896,0.3041385948026949,0.6422764227642277
BraTS-MET-00009-000,t1n,63,NETC,1,sam3,98,box,,0.2787286063569682,0.16193181818181818,0.1832797427652733,0.5816326530612245
BraTS-MET-00009-000,t1n,63,NETC,1,sam3,98,text,Non-Enhancing Tumor Core,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t1n,63,SNFH,2,sam3,1151,box,,0.6402061855670103,0.47081122062168307,0.7870722433460076,0.5395308427454387
BraTS-MET-00009-000,t1n,63,SNFH,2,sam3,1151,text,Peritumoral Edema,0.3484646194926569,0.21099434114793855,0.7521613832853026,0.22675933970460468
BraTS-MET-00009-000,t1n,63,ET,3,sam3,588,box,,0.5061538461538462,0.3388259526261586,0.46207865168539325,0.5595238095238095
BraTS-MET-00009-000,t1n,63,ET,3,sam3,588,text,Enhancing Tumor,0.4548223350253807,0.2943495400788436,0.32416787264833574,0.7619047619047619
BraTS-MET-00009-000,t1n,64,NETC,1,sam3,125,box,,0.29067245119305857,0.1700507614213198,0.19940476190476192,0.536
BraTS-MET-00009-000,t1n,64,NETC,1,sam3,125,text,Non-Enhancing Tumor Core,0.1276595744680851,0.06818181818181818,0.08695652173913043,0.24
BraTS-MET-00009-000,t1n,64,SNFH,2,sam3,1110,box,,0.4990892531876138,0.3325242718446602,0.7653631284916201,0.37027027027027026
BraTS-MET-00009-000,t1n,64,SNFH,2,sam3,1110,text,Peritumoral Edema,0.4168922577152139,0.26333789329685364,0.5223880597014925,0.34684684684684686
BraTS-MET-00009-000,t1n,64,ET,3,sam3,687,box,,0.5834502103786816,0.41188118811881186,0.5629228687415426,0.6055312954876274
BraTS-MET-00009-000,t1n,64,ET,3,sam3,687,text,Enhancing Tumor,0.49430740037950666,0.32829237555135476,0.366643209007741,0.7583697234352256
BraTS-MET-00009-000,t1n,65,NETC,1,sam3,184,box,,0.3745583038869258,0.23043478260869565,0.2774869109947644,0.5760869565217391
BraTS-MET-00009-000,t1n,65,NETC,1,sam3,184,text,Non-Enhancing Tumor Core,0.15445544554455445,0.08369098712446352,0.12149532710280374,0.21195652173913043
BraTS-MET-00009-000,t1n,65,SNFH,2,sam3,1082,box,,0.5178032589016295,0.3493485342019544,0.7460869565217392,0.39648798521256934
BraTS-MET-00009-000,t1n,65,SNFH,2,sam3,1082,text,Peritumoral Edema,0.41256668642560756,0.2598954443614638,0.5752066115702479,0.32162661737523107
BraTS-MET-00009-000,t1n,65,ET,3,sam3,730,box,,0.6109324758842444,0.4398148148148148,0.5757575757575758,0.6506849315068494
BraTS-MET-00009-000,t1n,65,ET,3,sam3,730,text,Enhancing Tumor,0.5318456531845653,0.3622545915136162,0.40253342716396906,0.7835616438356164
BraTS-MET-00009-000,t1n,66,NETC,1,sam3,219,box,,0.4300341296928328,0.27391304347826084,0.34332425068119893,0.5753424657534246
BraTS-MET-00009-000,t1n,66,NETC,1,sam3,219,text,Non-Enhancing Tumor Core,0.21493624772313297,0.12040816326530612,0.1787878787878788,0.2694063926940639
BraTS-MET-00009-000,t1n,66,SNFH,2,sam3,1058,box,,0.5612770339855818,0.39012168933428776,0.6165158371040724,0.5151228733459358
BraTS-MET-00009-000,t1n,66,SNFH,2,sam3,1058,text,Peritumoral Edema,0.4099756690997567,0.25784238714613616,0.5750853242320819,0.31852551984877125
BraTS-MET-00009-000,t1n,66,ET,3,sam3,838,box,,0.5679164105716041,0.3965665236051502,0.5855513307984791,0.5513126491646778
BraTS-MET-00009-000,t1n,66,ET,3,sam3,838,text,Enhancing Tumor,0.48604860486048607,0.3210463733650416,0.3901734104046243,0.6443914081145584
BraTS-MET-00009-000,t1n,67,NETC,1,sam3,246,box,,0.4711864406779661,0.3082039911308204,0.40406976744186046,0.5650406504065041
BraTS-MET-00009-000,t1n,67,NETC,1,sam3,246,text,Non-Enhancing Tumor Core,0.38819875776397517,0.24084778420038536,0.314070351758794,0.508130081300813
BraTS-MET-00009-000,t1n,67,SNFH,2,sam3,1012,box,,0.6670644391408115,0.5004476275738585,0.8418674698795181,0.5523715415019763
BraTS-MET-00009-000,t1n,67,SNFH,2,sam3,1012,text,Peritumoral Edema,0.44375,0.285140562248996,0.6037414965986394,0.35079051383399207
BraTS-MET-00009-000,t1n,67,ET,3,sam3,958,box,,0.14142966948501154,0.076095947063689,0.26822157434402333,0.09603340292275574
BraTS-MET-00009-000,t1n,67,ET,3,sam3,958,text,Enhancing Tumor,0.5657894736842105,0.3944954128440367,0.46675712347354137,0.7181628392484343
BraTS-MET-00009-000,t1n,68,NETC,1,sam3,269,box,,0.5431309904153354,0.37280701754385964,0.47619047619047616,0.6319702602230484
BraTS-MET-00009-000,t1n,68,NETC,1,sam3,269,text,Non-Enhancing Tumor Core,0.5091863517060368,0.3415492957746479,0.3935091277890467,0.7211895910780669
BraTS-MET-00009-000,t1n,68,SNFH,2,sam3,967,box,,0.642594859241126,0.4733994589720469,0.7871064467766117,0.5429162357807652
BraTS-MET-00009-000,t1n,68,SNFH,2,sam3,967,text,Peritumoral Edema,0.4292358803986711,0.2732656514382403,0.6003717472118959,0.3340227507755946
BraTS-MET-00009-000,t1n,68,ET,3,sam3,1063,box,,0.10932944606413994,0.05782575173477255,0.24271844660194175,0.07055503292568203
BraTS-MET-00009-000,t1n,68,ET,3,sam3,1063,text,Enhancing Tumor,0.6047619047619047,0.4334470989761092,0.5229924502402197,0.7168391345249294
BraTS-MET-00009-000,t1n,69,NETC,1,sam3,288,box,,0.4935897435897436,0.3276595744680851,0.35648148148148145,0.8020833333333334
BraTS-MET-00009-000,t1n,69,NETC,1,sam3,288,text,Non-Enhancing Tumor Core,0.5062034739454094,0.3388704318936877,0.3938223938223938,0.7083333333333334
BraTS-MET-00009-000,t1n,69,SNFH,2,sam3,924,box,,0.5802816901408451,0.4087301587301587,0.8306451612903226,0.4458874458874459
BraTS-MET-00009-000,t1n,69,SNFH,2,sam3,924,text,Peritumoral Edema,0.41374474053295934,0.2608311229000884,0.5876494023904383,0.31926406926406925
BraTS-MET-00009-000,t1n,69,ET,3,sam3,1149,box,,0.10605030591434399,0.05599425699928212,0.2422360248447205,0.06788511749347259
BraTS-MET-00009-000,t1n,69,ET,3,sam3,1149,text,Enhancing Tumor,0.6225980015372791,0.45200892857142855,0.5574673090158293,0.7049608355091384
BraTS-MET-00009-000,t1n,70,NETC,1,sam3,365,box,,0.5133079847908745,0.3452685421994885,0.3930131004366812,0.7397260273972602
BraTS-MET-00009-000,t1n,70,NETC,1,sam3,365,text,Non-Enhancing Tumor Core,0.546485260770975,0.37597503900156004,0.4661508704061896,0.6602739726027397
BraTS-MET-00009-000,t1n,70,SNFH,2,sam3,918,box,,0.5630252100840336,0.391812865497076,0.6270053475935828,0.5108932461873639
BraTS-MET-00009-000,t1n,70,SNFH,2,sam3,918,text,Peritumoral Edema,0.4305060584461867,0.2742960944595822,0.622680412371134,0.3289760348583878
BraTS-MET-00009-000,t1n,70,ET,3,sam3,1149,box,,0.184863523573201,0.10184552289815448,0.32181425485961124,0.12967798085291557
BraTS-MET-00009-000,t1n,70,ET,3,sam3,1149,text,Enhancing Tumor,0.581832419733751,0.4102705687465489,0.5288256227758007,0.6466492602262838
BraTS-MET-00009-000,t1n,71,NETC,1,sam3,426,box,,0.5931558935361216,0.42162162162162165,0.4984025559105431,0.7323943661971831
BraTS-MET-00009-000,t1n,71,NETC,1,sam3,426,text,Non-Enhancing Tumor Core,0.15538847117794485,0.08423913043478261,0.16666666666666666,0.14553990610328638
BraTS-MET-00009-000,t1n,71,SNFH,2,sam3,893,box,,0.543046357615894,0.37272727272727274,0.5872395833333334,0.5050391937290034
BraTS-MET-00009-000,t1n,71,SNFH,2,sam3,893,text,Peritumoral Edema,0.4254681647940075,0.2702188392007612,0.6425339366515838,0.3180291153415454
BraTS-MET-00009-000,t1n,71,ET,3,sam3,1203,box,,0.16636308439587127,0.09072847682119205,0.30855855855855857,0.11388196176226101
BraTS-MET-00009-000,t1n,71,ET,3,sam3,1203,text,Enhancing Tumor,0.5336481700118064,0.3639291465378422,0.5067264573991032,0.5635910224438903
BraTS-MET-00009-000,t1n,72,NETC,1,sam3,456,box,,0.6312796208530805,0.46121883656509693,0.5559265442404007,0.7302631578947368
BraTS-MET-00009-000,t1n,72,NETC,1,sam3,456,text,Non-Enhancing Tumor Core,0.1559748427672956,0.08458390177353342,0.18289085545722714,0.13596491228070176
BraTS-MET-00009-000,t1n,72,SNFH,2,sam3,863,box,,0.551475015051174,0.38071487946799665,0.5739348370927319,0.5307068366164542
BraTS-MET-00009-000,t1n,72,SNFH,2,sam3,863,text,Peritumoral Edema,0.4363916730917502,0.27909270216962523,0.652073732718894,0.32792584009269987
BraTS-MET-00009-000,t1n,72,ET,3,sam3,1269,box,,0.2833333333333333,0.1650485436893204,0.41781874039938555,0.21434200157604413
BraTS-MET-00009-000,t1n,72,ET,3,sam3,1269,text,Enhancing Tumor,0.5842450765864332,0.4126738794435858,0.5437881873727087,0.6312056737588653
BraTS-MET-00009-000,t1n,73,NETC,1,sam3,468,box,,0.6006066734074823,0.4291907514450867,0.5700575815738963,0.6346153846153846
BraTS-MET-00009-000,t1n,73,NETC,1,sam3,468,text,Non-Enhancing Tumor Core,0.1568627450980392,0.0851063829787234,0.20202020202020202,0.1282051282051282
BraTS-MET-00009-000,t1n,73,SNFH,2,sam3,844,box,,0.574957888826502,0.4034672970843184,0.5464247598719317,0.6066350710900474
BraTS-MET-00009-000,t1n,73,SNFH,2,sam3,844,text,Peritumoral Edema,0.44651162790697674,0.2874251497005988,0.5083207261724659,0.3981042654028436
BraTS-MET-00009-000,t1n,73,ET,3,sam3,1316,box,,0.5720508166969147,0.40061006609049316,0.5476025017373176,0.5987841945288754
BraTS-MET-00009-000,t1n,73,ET,3,sam3,1316,text,Enhancing Tumor,0.574200503054258,0.4027217741935484,0.5446489434219496,0.6071428571428571
BraTS-MET-00009-000,t1n,74,NETC,1,sam3,468,box,,0.6046931407942239,0.4333764553686934,0.5234375,0.7158119658119658
BraTS-MET-00009-000,t1n,74,NETC,1,sam3,468,text,Non-Enhancing Tumor Core,0.16353887399463807,0.08905109489051095,0.21942446043165467,0.13034188034188035
BraTS-MET-00009-000,t1n,74,SNFH,2,sam3,821,box,,0.6240713224368499,0.4535637149028078,0.5258764607679466,0.7673568818514007
BraTS-MET-00009-000,t1n,74,SNFH,2,sam3,821,text,Peritumoral Edema,0.46639784946236557,0.3041191936897458,0.52023988005997,0.4226552984165652
BraTS-MET-00009-000,t1n,74,ET,3,sam3,1376,box,,0.6564690885914596,0.48861480075901326,0.5845629965947786,0.748546511627907
BraTS-MET-00009-000,t1n,74,ET,3,sam3,1376,text,Enhancing Tumor,0.5383149065955013,0.368283776734481,0.566158781074579,0.5130813953488372
BraTS-MET-00009-000,t1n,75,NETC,1,sam3,471,box,,0.601195559350982,0.4297924297924298,0.5028571428571429,0.7473460721868365
BraTS-MET-00009-000,t1n,75,NETC,1,sam3,471,text,Non-Enhancing Tumor Core,0.15363511659807957,0.08320950965824665,0.21705426356589147,0.11889596602972399
BraTS-MET-00009-000,t1n,75,SNFH,2,sam3,795,box,,0.6126482213438735,0.4415954415954416,0.5044751830756713,0.779874213836478
BraTS-MET-00009-000,t1n,75,SNFH,2,sam3,795,text,Peritumoral Edema,0.46629213483146065,0.304029304029304,0.5278219395866455,0.4176100628930818
BraTS-MET-00009-000,t1n,75,ET,3,sam3,1415,box,,0.6877394636015326,0.5240875912408759,0.627256843331392,0.76113074204947
BraTS-MET-00009-000,t1n,75,ET,3,sam3,1415,text,Enhancing Tumor,0.527222875048962,0.3579787234042553,0.5913884007029877,0.4756183745583039
BraTS-MET-00009-000,t1n,76,NETC,1,sam3,482,box,,0.5938628158844765,0.42233632862644416,0.5255591054313099,0.6825726141078838
BraTS-MET-00009-000,t1n,76,NETC,1,sam3,482,text,Non-Enhancing Tumor Core,0.1763157894736842,0.09668109668109669,0.24100719424460432,0.13900414937759337
BraTS-MET-00009-000,t1n,76,SNFH,2,sam3,803,box,,0.6071784646061814,0.4359341445955619,0.5062344139650873,0.7584059775840598
BraTS-MET-00009-000,t1n,76,SNFH,2,sam3,803,text,Peritumoral Edema,0.49264705882352944,0.32682926829268294,0.6014362657091562,0.41718555417185554
BraTS-MET-00009-000,t1n,76,ET,3,sam3,1397,box,,0.6715235983528667,0.5054840247973296,0.6022727272727273,0.7587687902648532
BraTS-MET-00009-000,t1n,76,ET,3,sam3,1397,text,Enhancing Tumor,0.5776466248616746,0.40612033195020747,0.5958904109589042,0.560486757337151
BraTS-MET-00009-000,t1n,77,NETC,1,sam3,505,box,,0.5056105610561056,0.338339222614841,0.3792079207920792,0.7584158415841584
BraTS-MET-00009-000,t1n,77,NETC,1,sam3,505,text,Non-Enhancing Tumor Core,0.2193877551020408,0.12320916905444126,0.30824372759856633,0.1702970297029703
BraTS-MET-00009-000,t1n,77,SNFH,2,sam3,837,box,,0.627744510978044,0.45745454545454545,0.5389888603256212,0.7514934289127837
BraTS-MET-00009-000,t1n,77,SNFH,2,sam3,837,text,Peritumoral Edema,0.6111111111111112,0.44,0.5443510737628384,0.6965352449223416
BraTS-MET-00009-000,t1n,77,ET,3,sam3,1324,box,,0.6511627906976745,0.4827586206896552,0.5630853994490358,0.7719033232628398
BraTS-MET-00009-000,t1n,77,ET,3,sam3,1324,text,Enhancing Tumor,0.5815752461322081,0.41001487357461575,0.5440789473684211,0.6246223564954683
BraTS-MET-00009-000,t1n,78,NETC,1,sam3,550,box,,0.5346784363177806,0.3648881239242685,0.4092664092664093,0.7709090909090909
BraTS-MET-00009-000,t1n,78,NETC,1,sam3,550,text,Non-Enhancing Tumor Core,0.3309692671394799,0.19830028328611898,0.47297297297297297,0.2545454545454545
BraTS-MET-00009-000,t1n,78,SNFH,2,sam3,856,box,,0.5472547254725473,0.37670384138785623,0.445095168374817,0.7102803738317757
BraTS-MET-00009-000,t1n,78,SNFH,2,sam3,856,text,Peritumoral Edema,0.5219298245614035,0.35311572700296734,0.4178370786516854,0.6950934579439252
BraTS-MET-00009-000,t1n,78,ET,3,sam3,1245,box,,0.638425617078052,0.4688878000979912,0.5459212778094695,0.7686746987951807
BraTS-MET-00009-000,t1n,78,ET,3,sam3,1245,text,Enhancing Tumor,0.5948118377785897,0.4232969318772751,0.5455764075067024,0.6538152610441768
BraTS-MET-00009-000,t1n,79,NETC,1,sam3,624,box,,0.5656565656565656,0.39436619718309857,0.4666666666666667,0.717948717948718
BraTS-MET-00009-000,t1n,79,NETC,1,sam3,624,text,Non-Enhancing Tumor Core,0.40924092409240925,0.2572614107883817,0.6526315789473685,0.2980769230769231
BraTS-MET-00009-000,t1n,79,SNFH,2,sam3,847,box,,0.5365441487114491,0.3666281755196305,0.41776315789473684,0.7497048406139315
BraTS-MET-00009-000,t1n,79,SNFH,2,sam3,847,text,Peritumoral Edema,0.5813630041724618,0.40980392156862744,0.47862595419847326,0.7402597402597403
BraTS-MET-00009-000,t1n,79,ET,3,sam3,1160,box,,0.6489890619821014,0.4803729146221786,0.5271943995691977,0.8439655172413794
BraTS-MET-00009-000,t1n,79,ET,3,sam3,1160,text,Enhancing Tumor,0.3017715332926084,0.1776978417266187,0.5178197064989518,0.21293103448275863
BraTS-MET-00009-000,t1n,80,NETC,1,sam3,657,box,,0.6379310344827587,0.46835443037974683,0.6040816326530613,0.6757990867579908
BraTS-MET-00009-000,t1n,80,NETC,1,sam3,657,text,Non-Enhancing Tumor Core,0.5042735042735043,0.33714285714285713,0.8458781362007168,0.3592085235920852
BraTS-MET-00009-000,t1n,80,SNFH,2,sam3,778,box,,0.5953177257525084,0.4238095238095238,0.6206415620641562,0.5719794344473008
BraTS-MET-00009-000,t1n,80,SNFH,2,sam3,778,text,Peritumoral Edema,0.6239847109412326,0.4534722222222222,0.49657794676806083,0.8393316195372751
BraTS-MET-00009-000,t1n,80,ET,3,sam3,1104,box,,0.6596252129471891,0.49211997966446364,0.5286728563626434,0.8768115942028986
BraTS-MET-00009-000,t1n,80,ET,3,sam3,1104,text,Enhancing Tumor,0.24320827943078913,0.13843888070692195,0.4253393665158371,0.17028985507246377
BraTS-MET-00009-000,t1n,81,NETC,1,sam3,635,box,,0.6797202797202797,0.5148305084745762,0.6113207547169811,0.7653543307086614
BraTS-MET-00009-000,t1n,81,NETC,1,sam3,635,text,Non-Enhancing Tumor Core,0.5193370165745856,0.35074626865671643,0.8703703703703703,0.3700787401574803
BraTS-MET-00009-000,t1n,81,SNFH,2,sam3,774,box,,0.6437246963562753,0.4746268656716418,0.5291181364392679,0.8217054263565892
BraTS-MET-00009-000,t1n,81,SNFH,2,sam3,774,text,Peritumoral Edema,0.6622327790973872,0.4950284090909091,0.5236664162283997,0.900516795865633
BraTS-MET-00009-000,t1n,81,ET,3,sam3,1077,box,,0.647719298245614,0.4789828749351323,0.5205865764241399,0.8570102135561746
BraTS-MET-00009-000,t1n,81,ET,3,sam3,1077,text,Enhancing Tumor,0.17643186306780778,0.09675090252707581,0.3031674208144796,0.1244196843082637
BraTS-MET-00009-000,t1n,82,NETC,1,sam3,610,box,,0.7338651196519217,0.579610538373425,0.657997399219766,0.8295081967213115
BraTS-MET-00009-000,t1n,82,NETC,1,sam3,610,text,Non-Enhancing Tumor Core,0.543778801843318,0.37341772151898733,0.9147286821705426,0.38688524590163936
BraTS-MET-00009-000,t1n,82,SNFH,2,sam3,782,box,,0.471187769502156,0.3082051282051282,0.3397399660825325,0.768542199488491
BraTS-MET-00009-000,t1n,82,SNFH,2,sam3,782,text,Peritumoral Edema,0.6388367729831145,0.4693314955203308,0.5044444444444445,0.870843989769821
BraTS-MET-00009-000,t1n,82,ET,3,sam3,1046,box,,0.6361671469740634,0.4664553618594823,0.5104046242774567,0.844168260038241
BraTS-MET-00009-000,t1n,82,ET,3,sam3,1046,text,Enhancing Tumor,0.1486579490708878,0.08029739776951673,0.26535626535626533,0.10325047801147227
BraTS-MET-00009-000,t1n,83,NETC,1,sam3,581,box,,0.752521334367727,0.6032338308457711,0.6850282485875706,0.8347676419965576
BraTS-MET-00009-000,t1n,83,NETC,1,sam3,581,text,Non-Enhancing Tumor Core,0.5541022592152199,0.3832236842105263,0.8961538461538462,0.4010327022375215
BraTS-MET-00009-000,t1n,83,SNFH,2,sam3,775,box,,0.48258064516129034,0.31802721088435376,0.36193548387096774,0.7238709677419355
BraTS-MET-00009-000,t1n,83,SNFH,2,sam3,775,text,Peritumoral Edema,0.6533613445378151,0.48517940717628705,0.5509300265721878,0.8025806451612904
BraTS-MET-00009-000,t1n,83,ET,3,sam3,1018,box,,0.6103896103896104,0.4392523364485981,0.499375,0.7848722986247544
BraTS-MET-00009-000,t1n,83,ET,3,sam3,1018,text,Enhancing Tumor,0.6071010534529848,0.4358543417366947,0.5035598705501618,0.7642436149312377
BraTS-MET-00009-000,t1n,84,NETC,1,sam3,563,box,,0.7309803921568627,0.5760197775030902,0.6544943820224719,0.827708703374778
BraTS-MET-00009-000,t1n,84,NETC,1,sam3,563,text,Non-Enhancing Tumor Core,0.5376884422110553,0.36769759450171824,0.9184549356223176,0.38010657193605685
BraTS-MET-00009-000,t1n,84,SNFH,2,sam3,808,box,,0.5662285136501517,0.39492242595204513,0.47863247863247865,0.693069306930693
BraTS-MET-00009-000,t1n,84,SNFH,2,sam3,808,text,Peritumoral Edema,0.6381201044386423,0.46855828220858897,0.5519421860885275,0.7561881188118812
BraTS-MET-00009-000,t1n,84,ET,3,sam3,900,box,,0.5872576177285319,0.41568627450980394,0.4560540872771973,0.8244444444444444
BraTS-MET-00009-000,t1n,84,ET,3,sam3,900,text,Enhancing Tumor,0.6083333333333333,0.437125748502994,0.4614942528735632,0.8922222222222222
BraTS-MET-00009-000,t1n,85,NETC,1,sam3,535,box,,0.7138263665594855,0.555,0.6262341325811002,0.8299065420560747
BraTS-MET-00009-000,t1n,85,NETC,1,sam3,535,text,Non-Enhancing Tumor Core,0.5047489823609227,0.33756805807622503,0.9207920792079208,0.34766355140186916
